Wall time,Step,Value
1755684629.2875576,8759,-983248.5
1755684649.7834623,17519,-975420.25
1755684670.1667807,26279,-970931.875
1755684691.92733,35039,-966711.8125
1755684712.2790763,43799,-979263.875
1755684732.7415524,52559,-982428.625
1755684753.1469913,61319,-977819.6875
1755684774.9538329,70079,-981513.8125
1755684795.3244684,78839,-965038.9375
